"consulta","aeroporto","cluster","clusters_casados","cliques","impressoes","ctr","posicao"
"distância virapark aeroporto viracopos","VCP","proximidade","proximidade","0","19","0.00","7.16"
"diária aeroporto confins","CNF","preco","preco","0","18","0.00","4.50"
"diária aeroporto guarulhos","GRU","preco","preco","0","202","0.00","20.83"
"diária de estacionamento no aeroporto de guarulhos","GRU","preco","preco","0","37","0.00","41.89"
"diária de r$ 9,90 a partir da 5ª diária - estacionamento aeroporto confins - multipark fotos","CNF","preco","preco","0","1","0.00","1.00"
"diária estacionamento aeroporto confins","CNF","preco","preco","0","68","0.00","14.13"
"diária estacionamento aeroporto de guarulhos","GRU","preco","preco","0","61","0.00","30.05"
"diária estacionamento aeroporto viracopos","VCP","preco","preco","0","86","0.00","7.36"
"diária estacionamento confins","CNF","preco","preco","0","55","0.00","38.47"
"diária estacionamento viracopos","VCP","preco","preco","0","121","0.00","9.67"
"edifício garagem viracopos preço","VCP","preco","preco","0","86","0.00","3.93"
"estacionamento 24 horas próximo a rodoviária de campinas","VCP","proximidade","proximidade","0","1","0.00","1.00"
"estacionamento 24 horas próximo à rodoviária de campinas","VCP","proximidade","proximidade","0","1","0.00","10.00"
"estacionamento aeroporto afonso pena diária preço 2026","CWB","preco","preco","0","4","0.00","9.50"
"estacionamento aeroporto campinas preço","VCP","preco","preco","0","158","0.00","10.93"
"estacionamento aeroporto confins diaria","CNF","preco","preco","0","26","0.00","8.62"
"estacionamento aeroporto confins diária preço 2026","CNF","preco","preco","0","3","0.00","10.00"
"estacionamento aeroporto confins preço diária 2026","CNF","preco","preco","0","6","0.00","9.17"
"estacionamento aeroporto confins preço","CNF","preco","preco","0","93","0.00","21.30"
"estacionamento aeroporto confins valor","CNF","preco","preco","0","18","0.00","2.17"
"estacionamento aeroporto confins valores","CNF","preco","preco","0","2","0.00","1.00"
"estacionamento aeroporto cumbica preço","GRU","preco","preco","0","66","0.00","48.61"
"estacionamento aeroporto curitiba diária","CWB","preco","preco","0","30","0.00","11.63"
"estacionamento aeroporto curitiba valores","CWB","preco","preco","0","1","0.00","15.00"
"estacionamento aeroporto de confins preço","CNF","preco","preco","0","14","0.00","7.29"
"estacionamento aeroporto de confins valor","CNF","preco","preco","0","1","0.00","1.00"
"estacionamento aeroporto de curitiba valor","CWB","preco","preco","0","58","0.00","7.45"
"estacionamento aeroporto de guarulhos mais barato","GRU","barato","barato","0","1","0.00","32.00"
"estacionamento aeroporto de guarulhos preço","GRU","preco","preco","0","485","0.00","44.03"
"estacionamento aeroporto de guarulhos valor","GRU","preco","preco","0","91","0.00","38.32"
"estacionamento aeroporto de guarulhos valor diaria","GRU","preco","preco","0","38","0.00","35.58"
"estacionamento aeroporto de viracopos valor","VCP","preco","preco","0","158","0.00","8.04"
"estacionamento aeroporto guarulhos 10 dias preço 2026","GRU","preco","preco","0","1","0.00","11.00"
"estacionamento aeroporto guarulhos 15 dias preço 2026","GRU","preco","preco","0","2","0.00","10.00"
"estacionamento aeroporto guarulhos 5 dias preço 2026","GRU","preco","preco","0","1","0.00","11.00"
"estacionamento aeroporto guarulhos 7 dias preço 2026","GRU","preco","preco","0","8","0.00","10.00"
"estacionamento aeroporto guarulhos desconto porto seguro","GRU","barato","barato","0","1","0.00","60.00"
"estacionamento aeroporto guarulhos diária preço 2026","GRU","preco","preco","0","22","0.00","9.55"
"estacionamento aeroporto guarulhos diária","GRU","preco","preco","0","316","0.00","38.25"
"estacionamento aeroporto guarulhos melhor custo beneficio","GRU","barato","barato preco","0","25","0.00","10.16"
"estacionamento aeroporto guarulhos melhor preço","GRU","preco","preco","0","23","0.00","49.57"
"estacionamento aeroporto guarulhos preco","GRU","preco","preco","0","85","0.00","43.95"
"estacionamento aeroporto guarulhos preço 2026","GRU","preco","preco","0","9","0.00","24.67"
"estacionamento aeroporto guarulhos preço diaria 2026","GRU","preco","preco","0","2","0.00","11.50"
"estacionamento aeroporto guarulhos preço diária","GRU","preco","preco","0","2","0.00","27.50"
"estacionamento aeroporto guarulhos preço diária 2026","GRU","preco","preco","0","9","0.00","9.44"
"estacionamento aeroporto guarulhos preços 2026","GRU","preco","preco","0","4","0.00","9.25"
"estacionamento aeroporto guarulhos preço","GRU","preco","preco","0","1568","0.00","42.26"
"estacionamento aeroporto guarulhos preço diaria","GRU","preco","preco","0","53","0.00","28.17"
"estacionamento aeroporto guarulhos preço diária","GRU","preco","preco","0","2","0.00","27.50"
"estacionamento aeroporto guarulhos preços","GRU","preco","preco","0","73","0.00","40.14"
"estacionamento aeroporto guarulhos terminal 2 preço","GRU","preco","preco","0","13","0.00","50.69"
"estacionamento aeroporto guarulhos terminal 2 valor","GRU","preco","preco","0","29","0.00","39.69"
"estacionamento aeroporto guarulhos terminal 3 preço","GRU","preco","preco","0","36","0.00","49.36"
"estacionamento aeroporto guarulhos terminal 3 valor","GRU","preco","preco","0","47","0.00","50.66"
"estacionamento aeroporto guarulhos valor diaria","GRU","preco","preco","0","106","0.00","34.24"
"estacionamento aeroporto guarulhos valores","GRU","preco","preco","0","111","0.00","29.22"
"estacionamento aeroporto viracopos campinas diária preço 2026","VCP","preco","preco","0","4","0.00","8.50"
"estacionamento aeroporto viracopos diária preço 2026","VCP","preco","preco","0","6","0.00","9.00"
"estacionamento aeroporto viracopos preço 2026","VCP","preco","preco","0","19","0.00","7.16"
"estacionamento aeroporto viracopos preço diária 2026","VCP","preco","preco","0","8","0.00","9.00"
"estacionamento aeroporto viracopos preços","VCP","preco","preco","0","1","0.00","1.00"
"estacionamento aeroporto viracopos preços 2026","VCP","preco","preco","0","4","0.00","7.00"
"estacionamento aeroporto viracopos preço diária","VCP","preco","preco","0","5","0.00","10.20"
"estacionamento afonso pena diaria","CWB","preco","preco","0","1","0.00","1.00"
"estacionamento ao lado do aeroporto de guarulhos","GRU","proximidade","proximidade","0","34","0.00","51.44"
"estacionamento barato confins","CNF","barato","barato","0","2","0.00","13.50"
"estacionamento barato guarulhos","GRU","barato","barato","0","122","0.00","28.73"
"estacionamento barato no centro de curitiba","CWB","barato","barato","0","4","0.00","14.25"
"estacionamento barato perto do aeroporto de guarulhos","GRU","proximidade","proximidade barato","0","34","0.00","34.56"
"estacionamento coberto perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","338","0.00","49.85"
"estacionamento com vaga coberta e monitoramento 24h perto do aeroporto de guarulhos: como funciona?","GRU","proximidade","proximidade","0","2","0.00","10.50"
"estacionamento confins diaria","CNF","preco","preco","0","121","0.00","36.30"
"estacionamento confins valor","CNF","preco","preco","0","4","0.00","17.00"
"estacionamento cumbica preço","GRU","preco","preco","0","139","0.00","47.57"
"estacionamento de guarulhos valor","GRU","preco","preco","0","52","0.00","30.46"
"estacionamento de viracopos preco","VCP","preco","preco","0","15","0.00","11.40"
"estacionamento dentro aeroporto confins","CNF","proximidade","proximidade","0","53","0.00","6.74"
"estacionamento dentro aeroporto curitiba","CWB","proximidade","proximidade","0","6","0.00","15.33"
"estacionamento dentro aeroporto guarulhos","GRU","proximidade","proximidade","0","218","0.00","52.78"
"estacionamento dentro do aeroporto confins","CNF","proximidade","proximidade","0","66","0.00","11.85"
"estacionamento dentro do aeroporto curitiba","CWB","proximidade","proximidade","0","3","0.00","10.00"
"estacionamento dentro do aeroporto de campinas","VCP","proximidade","proximidade","0","179","0.00","7.23"
"estacionamento dentro do aeroporto de guarulhos terminal 2","GRU","proximidade","proximidade","0","4","0.00","1.00"
"estacionamento dentro do aeroporto de viracopos campinas","VCP","proximidade","proximidade","0","61","0.00","6.16"
"estacionamento dentro do aeroporto guarulhos","GRU","proximidade","proximidade","0","130","0.00","46.85"
"estacionamento dentro do aeroporto viracopos campinas","VCP","proximidade","proximidade","0","92","0.00","5.10"
"estacionamento diaria aeroporto guarulhos","GRU","preco","preco","0","36","0.00","44.03"
"estacionamento do aeroporto de guarulhos preço","GRU","preco","preco","0","33","0.00","43.12"
"estacionamento do aeroporto de guarulhos valor","GRU","preco","preco","0","82","0.00","40.52"
"estacionamento economico confins","CNF","barato","barato","0","20","0.00","12.20"
"estacionamento em confins mais barato","CNF","barato","barato","0","45","0.00","8.36"
"estacionamento em confins preço","CNF","preco","preco","0","11","0.00","5.73"
"estacionamento em guarulhos aeroporto barato","GRU","barato","barato","0","26","0.00","41.38"
"estacionamento em guarulhos barato","GRU","barato","barato","0","8","0.00","11.63"
"estacionamento em guarulhos preço","GRU","preco","preco","0","184","0.00","46.70"
"estacionamento em guarulhos proximo ao aeroporto","GRU","proximidade","proximidade","0","8","0.00","57.38"
"estacionamento em guarulhos próximo ao aeroporto","GRU","proximidade","proximidade","0","50","0.00","47.64"
"estacionamento gru airport preço","GRU","preco","preco","0","61","0.00","31.30"
"estacionamento gru preço","GRU","preco","preco","0","79","0.00","30.94"
"estacionamento gru terminal 3 preço","GRU","preco","preco","0","1","0.00","1.00"
"estacionamento gru valor","GRU","preco","preco","0","57","0.00","42.25"
"estacionamento gru valores","GRU","preco","preco","0","1","0.00","1.00"
"estacionamento guarulhos aeroporto preço","GRU","preco","preco","0","56","0.00","27.57"
"estacionamento guarulhos aeroporto valor","GRU","preco","preco","0","3","0.00","1.00"
"estacionamento guarulhos diaria","GRU","preco","preco","0","97","0.00","27.25"
"estacionamento guarulhos diária","GRU","preco","preco","0","265","0.00","48.56"
"estacionamento guarulhos preco","GRU","preco","preco","0","59","0.00","37.31"
"estacionamento guarulhos proximo aeroporto","GRU","proximidade","proximidade","0","12","0.00","41.25"
"estacionamento guarulhos terminal 3 preço","GRU","preco","preco","0","6","0.00","61.83"
"estacionamento guarulhos valor","GRU","preco","preco","0","124","0.00","32.27"
"estacionamento mais barato com transfer para o gru em guarulhos","GRU","barato","barato","0","4","0.00","4.50"
"estacionamento mais barato confins","CNF","barato","barato","0","13","0.00","8.08"
"estacionamento mais barato em viracopos","VCP","barato","barato","0","16","0.00","8.06"
"estacionamento mais barato guarulhos","GRU","barato","barato","0","60","0.00","32.33"
"estacionamento mais barato no aeroporto de guarulhos","GRU","barato","barato","0","3","0.00","2.00"
"estacionamento mais perto do aeroporto de confins","CNF","proximidade","proximidade","0","1","0.00","11.00"
"estacionamento mais perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","44","0.00","30.61"
"estacionamento mais proximo aeroporto confins","CNF","proximidade","proximidade","0","4","0.00","11.50"
"estacionamento mais proximo aeroporto guarulhos","GRU","proximidade","proximidade","0","660","0.00","50.67"
"estacionamento mais proximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","32.00"
"estacionamento mais proximo do aeroporto de viracopos","VCP","proximidade","proximidade","0","11","0.00","3.91"
"estacionamento mais próximo do aeroporto de confins","CNF","proximidade","proximidade","0","9","0.00","9.00"
"estacionamento mais próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","906","0.00","47.17"
"estacionamento mais seguro e barato próximo a viracopos para viagens longas","VCP","proximidade","proximidade barato","0","8","0.00","6.63"
"estacionamento na dutra perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"estacionamento no aeroporto de guarulhos preço","GRU","preco","preco","0","79","0.00","44.14"
"estacionamento no aeroporto de guarulhos valor","GRU","preco","preco","0","48","0.00","26.00"
"estacionamento no aeroporto de viracopos valor","VCP","preco","preco","0","8","0.00","10.38"
"estacionamento perto aeroporto confins","CNF","proximidade","proximidade","0","90","0.00","27.62"
"estacionamento perto aeroporto de guarulhos","GRU","proximidade","proximidade","0","179","0.00","51.00"
"estacionamento perto aeroporto guarulhos mais barato","GRU","proximidade","proximidade barato","0","2","0.00","1.50"
"estacionamento perto da rodoviária de campinas","VCP","proximidade","proximidade","0","1","0.00","10.00"
"estacionamento perto da rodoviária de curitiba","CWB","proximidade","proximidade","0","1","0.00","2.00"
"estacionamento perto de confins","CNF","proximidade","proximidade","0","63","0.00","38.06"
"estacionamento perto de guarulhos","GRU","proximidade","proximidade","0","257","0.00","52.52"
"estacionamento perto de guarulhos aeroporto","GRU","proximidade","proximidade","0","20","0.00","53.70"
"estacionamento perto do aeroporto confins","CNF","proximidade","proximidade","0","113","0.00","39.30"
"estacionamento perto do aeroporto curitiba","CWB","proximidade","proximidade","0","1","0.00","12.00"
"estacionamento perto do aeroporto de confins","CNF","proximidade","proximidade","0","101","0.00","22.81"
"estacionamento perto do aeroporto de guarulhos barato","GRU","proximidade","proximidade barato","0","52","0.00","32.19"
"estacionamento perto do aeroporto de guarulhos com traslado","GRU","proximidade","proximidade","0","100","0.00","44.03"
"estacionamento perto do aeroporto de guarulhos sp","GRU","proximidade","proximidade","0","1","0.00","2.00"
"estacionamento perto do aeroporto guarulhos","GRU","proximidade","proximidade","0","608","0.00","47.59"
"estacionamento perto do shopping curitiba","CWB","proximidade","proximidade","0","1","0.00","1.00"
"estacionamento perto do viracopos","VCP","proximidade","proximidade","0","55","0.00","6.44"
"estacionamento perto guarulhos","GRU","proximidade","proximidade","0","1","0.00","4.00"
"estacionamento perto viracopos campinas","VCP","proximidade","proximidade","0","3","0.00","1.00"
"estacionamento proximo a confins","CNF","proximidade","proximidade","0","27","0.00","17.96"
"estacionamento proximo a guarulhos aeroporto","GRU","proximidade","proximidade","0","1","0.00","10.00"
"estacionamento proximo a viracopos campinas","VCP","proximidade","proximidade","0","7","0.00","5.29"
"estacionamento proximo aeroporto curitiba","CWB","proximidade","proximidade","0","90","0.00","21.26"
"estacionamento proximo aeroporto gru","GRU","proximidade","proximidade","0","24","0.00","54.50"
"estacionamento proximo aeroporto guarulhos barato","GRU","proximidade","proximidade barato","0","61","0.00","31.77"
"estacionamento proximo ao aeroporto de confins","CNF","proximidade","proximidade","0","62","0.00","26.21"
"estacionamento proximo ao aeroporto de confins mg","CNF","proximidade","proximidade","0","15","0.00","1.13"
"estacionamento proximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","66","0.00","36.80"
"estacionamento proximo ao aeroporto viracopos campinas","VCP","proximidade","proximidade","0","4","0.00","3.75"
"estacionamento proximo confins","CNF","proximidade","proximidade","0","7","0.00","11.71"
"estacionamento proximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","154","0.00","61.60"
"estacionamento proximo gru","GRU","proximidade","proximidade","0","7","0.00","47.14"
"estacionamento proximo guarulhos","GRU","proximidade","proximidade","0","30","0.00","50.53"
"estacionamento próximo a guarulhos","GRU","proximidade","proximidade","0","15","0.00","41.60"
"estacionamento próximo a rodoviária de curitiba","CWB","proximidade","proximidade","0","1","0.00","2.00"
"estacionamento próximo aeroporto confins","CNF","proximidade","proximidade","0","14","0.00","19.14"
"estacionamento próximo aeroporto de confins","CNF","proximidade","proximidade","0","87","0.00","31.94"
"estacionamento próximo aeroporto de curitiba","CWB","proximidade","proximidade","0","35","0.00","9.26"
"estacionamento próximo aeroporto guarulhos","GRU","proximidade","proximidade","0","848","0.00","51.78"
"estacionamento próximo ao aeroporto de confins","CNF","proximidade","proximidade","0","95","0.00","22.20"
"estacionamento próximo ao aeroporto de guarulhos com traslado","GRU","proximidade","proximidade","0","28","0.00","33.36"
"estacionamento próximo ao aeroporto de viracopos campinas","VCP","proximidade","proximidade","0","34","0.00","6.91"
"estacionamento próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","578","0.00","46.21"
"estacionamento rodoviária curitiba valor","CWB","preco","preco","0","1","0.00","1.00"
"estacionamento terminal 1 guarulhos preço","GRU","preco","preco","0","57","0.00","25.26"
"estacionamento terminal 2 guarulhos preço","GRU","preco","preco","0","90","0.00","49.97"
"estacionamento terminal 3 guarulhos preço","GRU","preco","preco","0","591","0.00","31.38"
"estacionamento terminal 3 guarulhos valor","GRU","preco","preco","0","3","0.00","1.00"
"estacionamento vcp barato","VCP","barato","barato","0","15","0.00","5.27"
"estacionamento vcp preço","VCP","preco","preco","0","42","0.00","11.57"
"estacionamento viracopos azul preço","VCP","preco","preco","0","10","0.00","10.10"
"estacionamento viracopos diária preço 2026","VCP","preco","preco","0","7","0.00","8.14"
"estacionamento viracopos economico","VCP","barato","barato","0","1","0.00","10.00"
"estacionamento viracopos park com diárias à partir de r$10,00 e translado imediato e gratuito","VCP","preco","preco","0","63","0.00","1.84"
"estacionamento viracopos preço 2026","VCP","preco","preco","0","6","0.00","6.50"
"estacionamento viracopos valor diaria","VCP","preco","preco","0","3","0.00","4.67"
"estacionamento viracopos valores","VCP","preco","preco","0","1","0.00","12.00"
"estacionamentos aeroporto guarulhos preços","GRU","preco","preco","0","41","0.00","50.02"
"estacionamentos em guarulhos perto do aeroporto","GRU","proximidade","proximidade","0","3","0.00","39.67"
"estacionamentos em guarulhos proximo ao aeroporto","GRU","proximidade","proximidade","0","146","0.00","51.23"
"estacionamentos perto aeroporto guarulhos","GRU","proximidade","proximidade","0","38","0.00","46.05"
"estacionamentos perto de confins","CNF","proximidade","proximidade","0","10","0.00","12.10"
"estacionamentos perto do aeroporto de confins","CNF","proximidade","proximidade","0","227","0.00","24.16"
"estacionamentos proximo aeroporto guarulhos","GRU","proximidade","proximidade","0","150","0.00","56.27"
"estacionamentos proximo ao aeroporto afonso pena","CWB","proximidade","proximidade","0","3","0.00","11.67"
"estacionamentos proximo ao aeroporto de curitiba","CWB","proximidade","proximidade","0","24","0.00","8.08"
"estacionamentos próximo aeroporto de confins","CNF","proximidade","proximidade","0","17","0.00","10.82"
"estacionamentos próximo ao aeroporto de confins","CNF","proximidade","proximidade","0","63","0.00","7.30"
"estacionamentos próximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","108","0.00","38.91"
"estapar economico viracopos","VCP","barato","barato","0","3","0.00","17.33"
"estapar viracopos preço","VCP","preco","preco","0","44","0.00","7.14"
"farmacia dentro do aeroporto de viracopos","VCP","proximidade","proximidade","0","1","0.00","1.00"
"garageinn viracopos - estacione dentro do aeroporto de viracopos fotos","VCP","proximidade","proximidade","0","33","0.00","6.06"
"guarulhos estacionamento preço","GRU","preco","preco","0","703","0.00","46.82"
"hoteis perto do aeroporto de confins","CNF","proximidade","proximidade","0","3","0.00","2.00"
"hoteis perto do aeroporto de viracopos","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hoteis proximo ao aeroporto viracopos","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hotel ao lado do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"hotel barato perto do aeroporto de confins","CNF","proximidade","proximidade barato","0","1","0.00","2.00"
"hotel barato perto do aeroporto de curitiba","CWB","proximidade","proximidade barato","0","1","0.00","3.00"
"hotel dentro aeroporto viracopos","VCP","proximidade","proximidade","0","2","0.00","44.50"
"hotel dentro do aeroporto de confins","CNF","proximidade","proximidade","0","7","0.00","2.00"
"hotel dentro do aeroporto de gru","GRU","proximidade","proximidade","0","1","0.00","3.00"
"hotel dentro do aeroporto de guarulhos","GRU","proximidade","proximidade","0","9","0.00","3.00"
"hotel dentro do aeroporto de guarulhos preço","GRU","proximidade","proximidade preco","0","1","0.00","3.00"
"hotel dentro do aeroporto de guarulhos terminal 2","GRU","proximidade","proximidade","0","1","0.00","3.00"
"hotel dentro do aeroporto de viracopos","VCP","proximidade","proximidade","0","2","0.00","2.50"
"hotel dentro do aeroporto gru","GRU","proximidade","proximidade","0","1","0.00","3.00"
"hotel em bh proximo ao aeroporto de confins","CNF","proximidade","proximidade","0","2","0.00","2.00"
"hotel em campinas perto do aeroporto","VCP","proximidade","proximidade","0","3","0.00","3.00"
"hotel em campinas perto do aeroporto de viracopos","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hotel em campinas proximo ao aeroporto viracopos","VCP","proximidade","proximidade","0","2","0.00","3.00"
"hotel em curitiba perto do aeroporto","CWB","proximidade","proximidade","0","1","0.00","5.00"
"hotel golden park campinas viracopos distância aeroporto","VCP","proximidade","proximidade","0","1","0.00","3.00"
"hotel mais proximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto aeroporto campinas","VCP","proximidade","proximidade","0","1","0.00","3.00"
"hotel perto aeroporto viracopos","VCP","proximidade","proximidade","0","2","0.00","3.00"
"hotel perto aeroporto viracopos campinas","VCP","proximidade","proximidade","0","1","0.00","3.00"
"hotel perto confins","CNF","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto de confins","CNF","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto de guarulhos aeroporto","GRU","proximidade","proximidade","0","1","0.00","1.00"
"hotel perto de viracopos","VCP","proximidade","proximidade","0","1","0.00","4.00"
"hotel perto de viracopos aeroporto","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto do aeroporto confins","CNF","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto do aeroporto curitiba","CWB","proximidade","proximidade","0","1","0.00","4.00"
"hotel perto do aeroporto de belo horizonte","CNF","proximidade","proximidade","0","2","0.00","2.00"
"hotel perto do aeroporto de campinas","VCP","proximidade","proximidade","0","2","0.00","2.00"
"hotel perto do aeroporto de campinas viracopos","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto do aeroporto de confins","CNF","proximidade","proximidade","0","4","0.00","2.50"
"hotel perto do aeroporto de confins bh","CNF","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto do aeroporto de curitiba","CWB","proximidade","proximidade","0","5","0.00","2.80"
"hotel perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","9","0.00","1.44"
"hotel perto do aeroporto de guarulhos barato","GRU","proximidade","proximidade barato","0","1","0.00","3.00"
"hotel perto do aeroporto de guarulhos são paulo","GRU","proximidade","proximidade","0","1","0.00","4.00"
"hotel perto do aeroporto de viracopos","VCP","proximidade","proximidade","0","2","0.00","3.00"
"hotel perto do aeroporto de viracopos campinas","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto do aeroporto em curitiba","CWB","proximidade","proximidade","0","1","0.00","2.00"
"hotel perto viracopos campinas","VCP","proximidade","proximidade","0","2","0.00","2.50"
"hotel proximo a aeroporto de guarulhos","GRU","proximidade","proximidade","0","2","0.00","2.50"
"hotel proximo aeroporto de viracopos","VCP","proximidade","proximidade","0","1","0.00","3.00"
"hotel proximo aeroporto viracopos","VCP","proximidade","proximidade","0","5","0.00","2.00"
"hotel proximo ao aeroporto de campinas","VCP","proximidade","proximidade","0","3","0.00","3.33"
"hotel proximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","6","0.00","1.00"
"hotel proximo ao aeroporto de viracopos","VCP","proximidade","proximidade","0","2","0.00","3.50"
"hotel proximo do aeroporto de campinas","VCP","proximidade","proximidade","0","3","0.00","3.00"
"hotel proximo do aeroporto de guarulhos sp","GRU","proximidade","proximidade","0","1","0.00","2.00"
"hotel proximo do aeroporto viracopos","VCP","proximidade","proximidade","0","2","0.00","2.50"
"hotel proximo viracopos","VCP","proximidade","proximidade","0","1","0.00","6.00"
"hotel proximo viracopos campinas","VCP","proximidade","proximidade","0","1","0.00","2.00"
"hotel próximo a viracopos campinas","VCP","proximidade","proximidade","0","2","0.00","2.50"
"hotel próximo aeroporto de confins","CNF","proximidade","proximidade","0","1","0.00","28.00"
"hotel próximo aeroporto de curitiba","CWB","proximidade","proximidade","0","2","0.00","3.50"
"hotel próximo ao aeroporto de curitiba","CWB","proximidade","proximidade","0","2","0.00","2.50"
"hotel próximo ao aeroporto de guarulhos barato","GRU","proximidade","proximidade barato","0","1","0.00","2.00"
"hotel próximo ao aeroporto de viracopos","VCP","proximidade","proximidade","0","5","0.00","2.20"
"hotel próximo do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"hotel próximo do aeroporto de viracopos","VCP","proximidade","proximidade","0","2","0.00","3.00"
"hotel próximo viracopos barato","VCP","proximidade","proximidade barato","0","2","0.00","2.00"
"hotéis em campinas perto do aeroporto","VCP","proximidade","proximidade","0","1","0.00","3.00"
"hotéis perto do aeroporto de viracopos","VCP","proximidade","proximidade","0","2","0.00","104.50"
"hotéis próximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"jfparking - estacionamento econômico e seguro em viracopos campinas","VCP","barato","barato","0","3","0.00","14.00"
"jfparking - estacionamento viracopos em campinas - econômico e seguro","VCP","barato","barato","0","4","0.00","15.25"
"km64 - estacionamento seguro e econômico em viracopos campinas","VCP","barato","barato","0","15","0.00","10.13"
"localiza perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","2.00"
"lojas dentro do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","3.00"
"malex viracopos preço","VCP","preco","preco","0","13","0.00","1.08"
"melhor custo beneficio estacionamento aeroporto guarulhos","GRU","barato","barato preco","0","1","0.00","10.00"
"melhor estacionamento de longa permanência perto do aeroporto de guarulhos em 2025","GRU","proximidade","proximidade","0","3","0.00","8.67"
"melhor estacionamento de longa permanência perto do aeroporto de viracopos em campinas","VCP","proximidade","proximidade","0","4","0.00","3.75"
"melhor opção de estacionamento coberto perto do aeroporto vcp para deixar o carro por uma semana","VCP","proximidade","proximidade","0","6","0.00","2.83"
"melhor preço estacionamento aeroporto guarulhos","GRU","preco","preco","0","4","0.00","1.00"
"melhores estacionamentos baratos com traslado perto do aeroporto de viracopos em 2026","VCP","proximidade","proximidade","0","10","0.00","7.20"
"melhores estacionamentos perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","12","0.00","8.08"
"o que fazer em campinas perto do aeroporto","VCP","proximidade","proximidade","0","1","0.00","36.00"
"o que fazer em campinas proximo ao aeroporto","VCP","proximidade","proximidade","0","1","0.00","1.00"
"o que fazer em guarulhos perto do aeroporto","GRU","proximidade","proximidade","0","1","0.00","1.00"
"o que fazer perto do aeroporto de confins","CNF","proximidade","proximidade","0","1","0.00","2.00"
"o que fazer perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","3","0.00","2.33"
"o que fazer proximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","2","0.00","1.00"
"o que fazer próximo ao aeroporto de confins","CNF","proximidade","proximidade","0","1","0.00","2.00"
"o que fazer próximo ao aeroporto de viracopos","VCP","proximidade","proximidade","0","8","0.00","53.13"
"o que tem para fazer perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","3.00"
"o que tem perto do aeroporto de confins","CNF","proximidade","proximidade","0","1","0.00","2.00"
"o que tem perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","2","0.00","2.50"
"o que tem perto do aeroporto de viracopos","VCP","proximidade","proximidade","0","1","0.00","1.00"
"o que tem proximo ao aeroporto de guarulhos","GRU","proximidade","proximidade","0","3","0.00","2.00"
"onde ficar perto do aeroporto de guarulhos","GRU","proximidade","proximidade","0","1","0.00","1.00"
"pedagio para campinas valor","VCP","preco","preco","0","1","0.00","2.00"
"pousada em campinas perto do aeroporto","VCP","proximidade","proximidade","0","1","0.00","2.00"
"pousada em guarulhos próximo ao aeroporto","GRU","proximidade","proximidade","0","1","0.00","2.00"
"preco aeroporto de guarulhos","GRU","preco","preco","0","1","0.00","1.00"
"preco de estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","115","0.00","43.59"
"preco diaria estacionamento guarulhos","GRU","preco","preco","0","90","0.00","23.08"
"preco do estacionamento aeroporto guarulhos","GRU","preco","preco","0","120","0.00","30.93"
"preco do estacionamento do aeroporto de guarulhos","GRU","preco","preco","0","18","0.00","40.00"
"preco do estacionamento em confins","CNF","preco","preco","0","14","0.00","1.14"
"preco estacionamento aeroporto confins","CNF","preco","preco","0","1","0.00","1.00"
"preco estacionamento aeroporto curitiba","CWB","preco","preco","0","1","0.00","1.00"
"preco estacionamento aeroporto de confins","CNF","preco","preco","0","7","0.00","11.14"
"preco estacionamento aeroporto de guarulhos","GRU","preco","preco","0","10","0.00","1.00"
"preco estacionamento aeroporto guarulhos","GRU","preco","preco","0","121","0.00","31.46"
